"","GSM909136","GSM909137","GSM909138","GSM909139","GSM909140","GSM909141","GSM909142","GSM909143","GSM909144","GSM909145","GSM909146","GSM909147","GSM909148","GSM909149","GSM909150"
"TECPR1",2.41260894686667,2.4527925486,2.41806799593333,2.4238593524,2.42928025086667,2.41260894686667,2.41850687593333,2.5557688334,2.42162158226667,2.42258387453333,2.4296057066,2.39025851693333,2.40917316553333,2.4238593524,2.42313806093333
"TEC",2.2983099996,2.27415392146667,2.2736831794,2.2740070014,2.27425892973333,2.27459904353333,2.2743843376,2.2791113726,2.27456978173333,2.27417920546667,2.3499441114,2.27334572233333,2.4253517988,2.27472689193333,2.3083731838
"TEAD4",2.28546266493333,2.29014231506667,2.28847354046667,2.29025518513333,2.29179021433333,2.2896957282,2.28966030553333,2.28966030553333,2.28893745053333,2.2890509796,2.2920555816,2.28332656006667,2.28779978973333,2.29179021433333,2.28945528826667
"TEAD3",3.55598583973333,4.2116977644,3.98889353606667,4.58304599,3.71823821166667,3.97713317493333,4.04785176746667,4.16179595693333,4.1096194618,4.48948484893333,3.5351375334,4.1135304438,3.94815931386667,4.6385985632,4.10267112486667
"TEAD2",2.32600703673333,2.336089192,2.32981915053333,2.33544513286667,2.33802268113333,2.3329975684,2.33242088746667,2.33409160153333,2.33216464006667,2.33290341,2.34083398233333,2.3233202638,2.32981915053333,2.33598942413333,2.334283938
"TEAD1",5.89861303746667,5.855847921,5.6785852378,6.0423818156,5.85860268873333,5.96517753073333,5.6155408022,5.5809012932,5.89174578513333,6.1005747666,6.06216424146667,5.82654014446667,6.0256953476,5.89352147746667,5.90580383226667
"TDRP",2.521656216,2.49089654933333,2.51897689353333,2.52908011526667,2.63228249946667,2.531339129,2.51797173193333,2.521656216,2.83112193666667,2.5336721516,2.53987988493333,2.76078753946667,2.58298210906667,2.5336721516,2.53247371706667
"TDRKH",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.2780206588,2.3750328538,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TDRG1",2.27394488693333,2.27523629113333,2.27464408146667,2.2751621688,2.2758359826,2.2873083288,2.42038057106667,2.3529450462,2.2756445392,2.27517074826667,2.27615536553333,2.27363710786667,2.27327344,2.27633488666667,2.31394446566667
"TDRD9",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TDRD7",5.51765709426667,6.02402689,5.63890022453333,5.4349985944,6.45018179533333,5.57114850213333,5.84843550366667,5.2037545666,4.916842764,5.12715976633333,6.3814346646,5.20025478146667,5.1986511408,5.29844356146667,4.78708305326667
"TDRD6",3.051514152,3.16264272973333,2.476226663,3.29699825033333,2.63252460226667,2.57511001613333,2.53209523066667,2.61886684806667,3.14369597586667,3.71696694806667,3.2151700386,3.71040958153333,2.79406373806667,3.0743466058,3.7612487264
"TDRD5",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TDRD3",4.432039539,4.6774889158,4.4651252318,4.43080835806667,4.4301557128,4.4301557128,4.4082544926,4.03236071046667,4.48948484893333,4.47565025733333,4.55484707666667,4.64082006926667,4.4005594764,4.44597395113333,4.45416185313333
"TDRD10",3.10501508973333,3.13251454446667,3.10045997326667,3.0859613444,3.11275941386667,3.10045997326667,3.0839847112,3.21912366746667,3.11493624326667,3.115469746,3.09496190526667,3.70412023913333,3.650000608,3.09496190526667,3.0859613444
"TDRD1",2.6420774464,2.27372926166667,2.27327344,2.2735522904,2.27357275046667,2.2740070014,2.27382273246667,2.90701715633333,2.27327344,2.29090343246667,2.273910823,2.27328611186667,2.27327344,2.30759739553333,2.27327344
"TDP2",9.20567579766667,9.3709409884,9.3606701858,9.08392958446667,9.47484602826667,9.3825982534,9.4827676866,8.96336676053333,9.1041552362,9.03712583733333,9.47239532373333,9.31682178913333,9.27784367313333,8.99617509226667,9.09069040586667
"TDP1",2.48191325306667,2.48766432733333,2.48301567926667,2.48873673473333,2.49787290133333,2.55667220246667,2.48257240206667,2.4976594418,2.48999052826667,2.49152230013333,2.49737178573333,2.45648024493333,2.4702580042,2.84403078426667,2.514873156
"TDO2",13.361042128,13.520581316,13.2409967513333,13.3737088666667,13.2197826806667,13.6263316526667,13.7186484893333,13.361042128,13.2718562786667,13.3905089753333,13.589434124,12.9775332793333,13.4373469913333,13.414703726,13.455953734
"TDH",2.27666260993333,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.28271930986667,2.27327344,2.27327344,2.27327344,2.27327344
"TCTN3",6.10157116206667,5.8858718184,5.980390128,6.02938149826667,6.19976835606667,5.9595643622,6.10157116206667,6.22323982886667,5.86418925886667,5.56196091966667,5.42248330473333,5.88118021653333,5.80581065793333,5.9224781262,5.8129894666
"TCTN2",2.44323719006667,2.45199809833333,2.4474075432,2.45081868093333,2.5491724352,2.45199809833333,2.4470272046,2.4476463342,2.5076296938,2.54960516273333,2.45731911946667,2.41548024186667,2.4358374206,2.45411315406667,2.4515898354
"TCTN1",4.36512255306667,4.543856522,4.1756024088,4.52508314866667,4.18404974226667,4.08461514046667,3.9523104892,3.99878684313333,3.92844063166667,4.0041592858,4.0041592858,4.43405746886667,3.99467635493333,4.0158801056,3.99195926053333
"TCTEX1D2",2.361939155,2.5577623312,2.29468944606667,2.3085553564,2.31041309546667,2.38650101826667,2.64417020953333,2.30797822566667,2.28662821366667,2.30668866826667,2.311924384,2.29666595866667,2.53176305366667,2.33750605426667,2.30703483906667
"TCTEX1D1",4.9808043828,3.41071187586667,4.08145638013333,3.85239273166667,3.97443381786667,3.49763334106667,2.93606491826667,3.93104210653333,4.56632284693333,5.35940456813333,3.7956809992,3.8334437598,3.8482385872,4.0217942414,2.32021021006667
"TCTE3",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TCTE1",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TCTA",7.14879472313333,7.14391755033333,6.43209051726667,6.66613616866667,6.78280895986667,6.74873168793333,6.935457451,7.00177311233333,6.66730763313333,6.50433288173333,6.0590229176,6.5635346914,6.3559082804,6.6929201764,6.2061099946
"TCRBV12S3",2.27327344,2.3712481366,2.300566468,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.326073869,2.27327344,2.27327344,2.27327344
"TCP11L2",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27356638866667,2.27327344,2.27327344
"TCP11L1",2.2907908918,2.29730145353333,2.2946354384,2.56930613786667,2.2989990294,2.2962729052,2.3190211182,2.29721451086667,2.30940025213333,2.35809970186667,2.30031400306667,2.28866509426667,2.29439669693333,2.29958235413333,2.35458083713333
"TCP11",2.274191606,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.2739608354,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TCP10L",6.0037744474,4.13782675086667,5.53944625366667,6.18816340373333,5.195846295,6.23109505406667,5.1941796472,3.9607633914,6.3238775938,6.90927324073333,6.3115257776,6.8787507364,5.84714081913333,6.1705120368,6.7786425334
"TCOF1",2.95644725453333,3.10349758426667,2.9529300098,2.94184733173333,2.97424405386667,3.11493624326667,2.99012785306667,2.9696805648,2.97333416406667,2.9652554564,2.95763352686667,3.03007221193333,2.90730985866667,2.81838786313333,2.94601902513333
"TCN2",2.7830917308,2.71108710513333,2.963335237,2.70951453413333,2.73284710353333,2.71587698553333,2.62617144173333,3.3796135786,2.31585878913333,2.60723739433333,2.7214252044,2.67040163333333,3.13768852653333,2.67020483086667,2.75356982033333
"TCN1",2.27383053426667,2.2822076402,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.76439542753333,2.27327344,2.27327344,2.27327344
"TCL6",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TCL1B",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TCL1A",2.27327344,2.27327344,2.295286614,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TCIRG1",6.24572562133333,7.05124151926667,5.64362708793333,6.52633710433333,6.22849718193333,6.20733666893333,6.5570610226,6.2199399658,5.62133544753333,6.54037282266667,5.9027337464,6.5650298864,6.36149266033333,6.27838867686667,5.97302980926667
"TCHP",2.34552207446667,2.38221823546667,2.34873974013333,2.3543540542,2.35669327693333,2.3529450462,2.55154810913333,2.35339938513333,2.35198795246667,2.35251347566667,2.35669327693333,2.33290341,2.34712217833333,2.35483260293333,2.35281182946667
"TCHH",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TCFL5",6.69574055813333,6.8038645194,6.40504881973333,6.78986909193333,6.81557005773333,6.5570610226,6.86757682693333,6.76485329046667,6.430585679,6.71434140913333,6.77295781186667,7.05667417466667,6.22240161806667,6.862722791,7.0313839842
"TCF7L2",4.9044358068,5.46936843893333,4.3857471316,5.13128973,4.8947136886,5.3304701086,5.0199600324,4.89842031373333,5.28402818366667,5.08078805933333,5.4629034774,5.4078056476,5.02573038473333,4.9562038204,5.4516693094
"TCF7L1",4.43872917926667,4.7122564712,4.3584690968,4.49853060026667,4.58023636506667,4.56953695893333,4.55224272373333,4.58222926913333,4.64627315846667,4.67026801766667,4.58416793473333,4.57453066686667,5.4451852452,4.67175683453333,5.3225924598
"TCF7",2.4695493466,2.47751331206667,2.471977384,2.4788845396,2.48766432733333,2.479911208,2.47279763693333,2.47445094846667,2.48067867253333,2.48067867253333,2.4859022788,2.61886684806667,2.4624540664,2.48257240206667,2.47952923906667
"TCF4",5.50792316246667,5.792950115,5.77377473326667,5.74914592593333,5.89808545413333,5.73941423573333,5.63063506026667,5.55217206526667,5.75119558853333,5.95713851173333,6.28156180193333,5.78371194286667,5.71439100606667,5.9398530824,5.9219112078
"TCF3",3.73150884793333,3.67205458613333,3.7021795942,3.6935755708,3.7299525264,3.70138226606667,3.67376179546667,3.675420052,3.7388674008,3.7299525264,3.7143607664,3.85089397813333,3.66107005926667,3.70357642933333,3.70496473906667
"TCF25",7.65895014186667,7.62230006506667,7.55810943013333,7.7533597572,7.45936256133333,7.65656022413333,7.3786052316,7.4317363004,7.62535003386667,7.71820547406667,7.77745488286667,8.09100635933333,7.58188221133333,7.43916511366667,7.61476374
"TCF21",2.3004534004,2.3268132982,2.30430469073333,2.29468944606667,2.3097319264,2.30208762593333,2.30618017533333,2.298690172,2.30214126733333,2.3064419438,2.5557688334,2.57975251526667,2.2998011984,2.31041309546667,2.4847627088
"TCF20",6.0938083512,5.68798181173333,5.55994290646667,5.87446917486667,5.82764191713333,5.8377020396,5.70366917686667,5.78028020946667,5.94598257093333,6.120336679,6.0585804312,5.78572846426667,5.6778172268,5.952142911,6.0463680474
"TCF19",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TCF15",2.59235182153333,2.27327344,2.49089654933333,2.49706810913333,2.27327344,2.49787290133333,2.48873673473333,2.48897787706667,2.49787290133333,2.499246752,2.50559094553333,2.9319180342,2.47873769866667,2.4999029316,2.49854618566667
"TCF12",6.9206749074,6.8737617556,6.79713000353333,6.74984792733333,6.83796422326667,7.12722920526667,6.87431398446667,6.69250975786667,7.04241549113333,6.99295599166667,7.18154398146667,6.95744176273333,6.89526837713333,7.2185981174,6.9266965998
"TCERG1L",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27377927573333,2.27327344,2.27327344,2.27327344
"TCERG1",6.289088904,6.6862904722,6.41811530773333,6.8173544316,6.5118692984,6.69250975786667,6.72305123533333,6.64866031826667,6.75804865353333,7.15945979613333,6.48100125233333,6.8202475024,7.11636674126667,6.990878165,6.80807617106667
"TCEB3B",2.46855712546667,2.28803061406667,2.28650646373333,2.28817888933333,2.28962757553333,2.28793889413333,2.4843282484,2.287395088,2.286890202,2.28711837386667,2.2896957282,2.3239843182,2.28589063966667,2.28978725373333,2.28755828833333
"TCEB3",6.6039809476,6.38356006453333,6.14033454246667,6.7385263226,6.23659105513333,6.4874113448,6.29581836153333,6.7055587506,6.36542717746667,6.43656515013333,6.34287085526667,6.66062665333333,6.37459516366667,6.63941532333333,6.4734743136
"TCEB2",6.3728171372,6.32206047666667,6.40628721033333,6.3416715322,6.333206803,6.35119134533333,6.34899788453333,6.34470807,6.46029476233333,6.39382926113333,6.13625814,6.20814963486667,6.0899804312,6.23762299526667,6.27638094406667
"TCEB1",9.6793545756,9.74298334066667,9.709578038,9.54878155106667,9.58624629326667,9.5848372796,10.0982838913333,9.5443513964,9.55867592246667,9.2487998122,9.3606701858,9.4949341764,9.55675397893333,9.6025913012,9.3450461362
"TCEANC2",2.28779978973333,2.2934646314,2.2907908918,2.29329009706667,2.2951532936,2.292570943,2.2927191026,2.29268092513333,2.291579983,2.29174706033333,2.29551816166667,2.2855989572,2.29083504533333,2.29564484033333,2.29252727413333
"TCEAL8",7.59831188206667,7.68622963446667,8.08140267493333,7.29533610553333,7.77657982853333,7.9778391128,7.61723484253333,7.67770338793333,7.97312035653333,7.36075891193333,8.05178883766667,7.41232827866667,7.258179641,7.4250192092,7.67023139753333
"TCEAL7",2.2824052592,2.28621934633333,2.28507165466667,2.2861593932,2.2875902682,2.2861593932,2.29600291373333,2.27327344,2.31162837106667,2.29014231506667,2.49564028646667,2.35383552093333,2.27327344,2.28748312073333,2.75280844026667
"TCEAL4",9.10995279613333,9.47239532373333,9.16082939546667,9.1935907266,9.183800622,9.43550184866667,9.5816272372,9.16281342433333,8.92147547473333,9.25919774086667,8.93731062206667,9.31244592653333,9.173036398,9.36584198966667,9.13002305546667
"TCEAL3",3.97302270266667,4.6036696768,5.4189766252,4.65163963746667,5.0903084344,4.40671622626667,4.26669321366667,3.73839914193333,4.7221288584,4.53075494266667,5.13865366286667,5.03952691526667,5.19312447806667,5.3176019572,5.62766137773333
"TCEAL2",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TCEAL1",7.59342292133333,7.35939059693333,7.8564881002,7.45479928133333,7.8167877926,7.78230520426667,7.84339001146667,7.47729476313333,7.73633135426667,7.43107973013333,7.8352998916,7.29885106733333,7.87459919733333,7.80999309093333,8.09599656773333
"TCEA3",9.66765997046667,10.2060724026667,9.0389569646,9.5249242488,9.90355813646667,9.86045459713333,9.64677532293333,9.66453327926667,9.78588948666667,10.1911777793333,9.84908948446667,10.5644263426667,10.315640666,10.1700166533333,10.2355386853333
"TCEA2",3.24747562853333,3.6748715252,3.14260869833333,3.09575726293333,3.19125008046667,3.50973527733333,3.45446885506667,3.20540754886667,3.2062862818,3.2024916092,3.17607058026667,2.80707950313333,3.1334105444,3.18652997706667,2.9892266498
"TCAP",2.4389693456,2.339486262,2.332733896,2.33820611686667,2.340929749,2.33598942413333,2.3351992962,2.33732172626667,2.33478867433333,2.33564347453333,2.34321311626667,2.32075866746667,2.3325181914,3.06319837806667,2.33688296773333
"TCAM1P",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TCAIM",6.52162803693333,6.42942823546667,6.7428848752,6.5028007074,6.71645047553333,6.5058768372,6.58495028666667,6.47177410313333,6.53542213933333,6.49387845873333,6.5650298864,6.22601462593333,6.2952005144,6.11826420986667,6.53242353113333
"TC2N",2.4859022788,2.82057785366667,2.48645355873333,2.4931517062,2.5730362216,2.56621412453333,2.91794759773333,2.4852200404,2.49354872673333,2.49485977846667,2.50667882493333,2.45998579806667,2.47426707926667,2.6014172332,2.4942452502
"TBXAS1",4.04276113933333,3.99549487286667,4.4176536204,4.01527552906667,3.875582321,4.04347913753333,4.00161459286667,4.01155587506667,4.327946097,3.7539587542,4.02856049833333,3.9052402052,4.52081378533333,4.02122491853333,4.0496849118
"TBXA2R",2.84403078426667,2.8255120884,2.82679206213333,2.8367038198,2.85421680786667,2.84884824406667,2.83386944166667,2.81975887393333,2.84933986806667,2.84355678373333,2.8411177428,2.88646889553333,2.79811785853333,2.83196959813333,2.88064491973333
"TBX6",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TBX5-AS1",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TBX5",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TBX4",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TBX3",4.7652126718,4.72134153886667,4.78766400686667,4.1536271328,4.72134153886667,4.97403733366667,4.71032554786667,4.690580625,4.80557331926667,4.80011159453333,5.15788334713333,5.1602363292,4.6784486124,4.734488243,4.775890752
"TBX22",2.29970277026667,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TBX21",2.31466132786667,2.32388087393333,2.3204437444,2.32309173833333,2.32578535846667,2.35363547973333,2.32083241573333,2.32367088693333,2.3204437444,2.32083241573333,2.327612265,2.55128039366667,2.31909584233333,2.32600703673333,2.32175114673333
"TBX20",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TBX2",2.3241833014,2.30331912006667,2.29970277026667,2.30299755486667,2.30473120966667,2.30158132653333,2.30179411293333,2.30299755486667,2.30139258153333,2.3018509612,2.30673547106667,2.3020135416,2.2965138294,2.305517752,2.3018509612
"TBX19",2.2795398018,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TBX18",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27346251053333,2.27327344
"TBX15",7.1429848308,6.59305175553333,5.88719672853333,6.1892755714,7.0785436466,6.7640928052,7.1480826488,6.64104539646667,7.79198696406667,6.80516483573333,7.0552550232,5.85051302293333,6.1535833892,5.64287418066667,6.629713027
"TBX10",2.3500739694,2.36121711433333,2.35475131086667,2.3640748552,2.37039644746667,2.3582152108,2.35534879886667,2.35809970186667,2.3570864048,2.35693435813333,2.36758795226667,2.33616953026667,2.35165081626667,2.35969102986667,2.38341783533333
"TBX1",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TBRG1",4.89664126286667,5.12261347326667,4.89664126286667,4.8583726832,4.80624369393333,4.84722664593333,4.83815810933333,5.17383878466667,4.94184168073333,4.92504911533333,4.87554599533333,4.9547341702,4.84405769226667,5.29781574986667,4.97014956493333
"TBR1",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TBPL1",7.67424668313333,7.62145400886667,8.28692919973333,7.46335993966667,8.04854703066667,8.04854703066667,7.87941245386667,8.21522235513333,7.62668156366667,7.24192404606667,7.74949057866667,7.601054178,7.02893159806667,8.08560982993333,7.2795477954
"TBP",4.80140406626667,4.99855712766667,4.50770154286667,4.7690245808,5.02573038473333,4.76665612233333,4.74898600613333,4.8623481648,4.85329884706667,4.84487386686667,4.88161085806667,4.94184168073333,4.76357168226667,4.79166735633333,4.95974106893333
"TBL3",4.1135304438,4.7990724082,3.97443381786667,4.14610668946667,4.442889875,4.0926869996,4.5816838838,4.13782675086667,4.20100914373333,4.11608518126667,3.7412965882,5.02049082953333,4.04709831766667,4.07288739786667,4.1096194618
"TBL2",8.424618864,8.09862297093333,7.85119992546667,7.91846962526667,7.95531343126667,7.98417646506667,8.11155005233333,7.94185237486667,8.19386083553333,8.0255904248,7.9398497618,8.32198725706667,7.60889165953333,7.74484132506667,7.56925578693333
"TBL1Y",2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344
"TBL1XR1",6.4225827948,6.54994474833333,6.41506620146667,6.66973488173333,6.75051774153333,6.65046658186667,6.25030031566667,6.37867402706667,6.78081938473333,6.864215981,7.301966456,6.53314619226667,6.8416319184,6.60866100693333,6.61107742746667
"TBL1X",5.4415719286,5.3348305796,5.02502536746667,5.07999811453333,5.53487516646667,4.98277989993333,5.125800203,4.7652126718,4.97082405306667,6.06836991846667,5.3110421242,5.271086529,5.12480756546667,5.14281092806667,5.6469329308
"TBKBP1",2.27327344,2.27327344,2.27327344,2.3303118846,2.27327344,2.27327344,2.27327344,2.29918525726667,2.27327344,2.27327344,2.27327344,2.3937677056,2.27327344,2.27327344,2.27327344
"TBK1",7.70929537386667,7.51229698266667,7.71471859333333,7.6261189306,7.63997222013333,7.7910029622,7.72096626306667,7.74691144706667,7.54594263186667,7.64889960926667,7.67192333246667,7.6414767874,7.23521165226667,7.3866998858,7.12204821
"TBCK",7.16010938206667,7.29440032026667,6.56565577853333,6.8372609598,6.88505151693333,7.1619666946,7.51807028133333,6.9518272718,6.49074888793333,6.49997189346667,6.78855013533333,6.55382187813333,6.23482127893333,6.72079173666667,6.70772821853333
"TBCEL",2.66007262153333,2.27327344,2.81001182293333,2.713922176,2.9622649872,2.66156574273333,2.5920781944,2.64876293713333,2.88522052813333,3.069309954,2.68976104746667,2.63360419993333,2.65375942173333,4.00053794213333,2.95578813233333
"TBCE",6.2199399658,5.53145971093333,5.6598387084,5.58452387153333,6.25623738493333,5.88719672853333,6.53172192946667,5.92865991653333,5.57290978386667,5.58797195033333,5.5005532182,5.6531418604,5.9583117856,5.6778172268,5.8042353554
"TBCCD1",5.45539247786667,4.34863063166667,4.7565079902,4.7565079902,3.84760323386667,4.3401591282,5.21871948106667,4.2301390302,4.63224932733333,5.13128973,4.7967621608,4.31453949366667,4.80977040573333,5.2912530208,5.12206029306667
"TBCC",6.52633710433333,6.34287085526667,6.5770347854,6.35031057286667,6.31236049306667,6.51013619566667,6.35674814706667,6.26734060453333,5.3704742158,5.60222908726667,6.55143070713333,6.1601127164,6.12193781513333,6.2527837306,6.39701161613333
"TBCB",6.7640928052,7.25728456726667,6.91344460293333,6.7596706516,6.87106897013333,6.86022791313333,6.80051949686667,6.73293542933333,6.42518891946667,6.4386725538,6.4559890826,6.44302158506667,6.3416715322,6.52162803693333,6.476269416
"TBCA",11.958833928,12.0335452846667,11.7938588033333,12.0879792473333,12.139465332,11.7868507706667,11.9737435326667,12.0756187686667,11.885196708,11.588823642,11.354526382,12.0233464766667,11.6555794366667,12.047583894,11.9814697646667
"TBC1D9B",6.23109505406667,6.56264908566667,5.9766022108,6.19442113766667,6.17152802766667,6.19312760446667,6.20129021353333,6.23432689193333,6.24377810353333,6.143254838,6.1733901852,6.25343076573333,6.20560615373333,6.23582382513333,6.23109505406667
"TBC1D9",5.843629451,4.87406323333333,5.4880626532,4.7499278398,5.18692399166667,5.32374750473333,5.45539247786667,5.5382418168,5.7362714954,5.71487601126667,6.01565831766667,5.5399645384,5.51369930853333,5.99008215086667,5.3256297156
"TBC1D8B",6.29802344106667,6.65189880846667,6.4486385166,6.7636380872,6.88448088266667,6.44213795446667,6.70992480566667,6.2132425396,6.864215981,6.49272961513333,6.4109816342,6.0388106226,5.61287730106667,6.34002270053333,6.0162913444
"TBC1D8",6.50164223506667,6.52471086073333,6.16358173033333,6.96546179306667,6.3942862972,6.23762299526667,5.96142330733333,6.59271797713333,6.49174704766667,7.41923485586667,6.4451865428,7.27081224573333,7.7627175816,6.82881146313333,7.37081060806667
"TBC1D7",4.7690245808,4.57453066686667,5.86701843073333,4.95254478626667,5.0199600324,4.21432224746667,5.35826118453333,5.59257983593333,4.47237112633333,4.1135304438,4.44500599213333,4.53866374706667,4.51892210806667,3.48470148473333,3.54184394026667
"TBC1D5",5.4078056476,5.51624337146667,5.22523943453333,5.21419531546667,5.347866183,5.2406800614,5.23826975066667,5.4065604212,5.15788334713333,5.153334651,5.29334293006667,5.15109391066667,5.17729709113333,5.42055157273333,5.27370076646667
"TBC1D4",6.60316557366667,6.76576138073333,6.73940708913333,6.83663584186667,6.59058255746667,6.9039132426,6.68125932313333,6.55769487,6.80317029006667,7.05667417466667,6.85575429026667,6.73486841406667,6.5306730486,7.1244421372,6.8759777986
"TBC1D32",2.27327344,2.27327344,2.28043175193333,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.28345185313333,2.27327344,2.27327344,2.2975382208,2.27372926166667,2.27388486513333,2.27327344
"TBC1D31",3.35822703846667,2.9524534102,2.96800806306667,2.96860143013333,2.9862842884,3.3796135786,3.23753583866667,2.9454557218,2.98290035193333,2.76472528626667,2.94355534306667,2.8801855478,2.99166371426667,2.97138613473333,2.86133160926667
"TBC1D2B",8.82867266233333,8.59962255553333,8.0227479376,9.18744591713333,7.88808794186667,8.39992451853333,8.971055535,8.9840700962,7.74121699066667,8.42217172406667,8.597798716,9.2171883348,8.19961214433333,8.67729107506667,8.9814699204
"TBC1D29",2.27737245933333,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.27327344,2.3690235652,2.27327344,2.27327344,2.27657675566667,2.27347657873333,2.27518710886667,2.27327344,2.27327344
"TBC1D25",2.32508623666667,2.3641976818,2.32856200953333,2.33339454453333,2.33664609806667,2.3315271326,2.33065025913333,2.42899207086667,2.33025721733333,2.331445456,2.33970289133333,2.31711669773333,2.32903299226667,2.33449189733333,2.332365723
"TBC1D24",4.1670785708,5.2650462466,4.15079704766667,4.65806283313333,4.68433132586667,4.75181267986667,4.1395458964,4.12077045646667,3.48675086626667,4.70153819446667,4.15996915846667,2.99726097593333,3.01500590206667,4.15753412186667,3.7119499498
"TBC1D23",8.0698870722,7.7928774908,7.81287520526667,8.07083003126667,8.0279248768,8.28599152566667,8.04854703066667,8.0615212212,8.23254458473333,8.0190668184,8.22653788426667,7.90604697026667,7.94475811586667,7.8458960112,7.66721262533333
